type,name,atrophy,behavior,cognitive,alertnesss,coordination,cranial_nerve,dysautonomia,EOMS,fatigue,gait,head,hyperkinesia,hyperreflexia,hypertonia,hypokinesia,hyporeflexia,hypotonia,neck,pain,seizure,sensory,skin,speech,sphincter,tremor,vision,weakness,misc
myopathy,Distal_myopathy_Welander_type,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
myopathy,Distal_myopathy_with_anterior_tibial_onset,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0
myopathy,Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0
myopathy,Distal_nebulin_myopathy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
myopathy,Duane_anomaly_myopathy_scoliosis_syndrome,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
myopathy,Familial_dilated_cardiomyopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
myopathy,Familial_dilated_cardiomyopathy_with_conduction_defect_due_to_LMNA_mutation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
myopathy,Familial_isolated_dilated_cardiomyopathy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
myopathy,Familial_isolated_restrictive_cardiomyopathy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
myopathy,Familial_visceral_myopathy,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
myopathy,Finnish_upper_limb_onset_distal_myopathy,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
myopathy,Glycogen_storage_disease_with_severe_cardiomyopathy_due_to_glycogenin_deficiency,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
myopathy,GNE_myopathy,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0
myopathy,Hereditary_myopathy_with_early_respiratory_failure,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
myopathy,Histiocytoid_cardiomyopathy,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,12
myopathy,Immune_mediated_necrotizing_myopathy,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,4
myopathy,Inclusion_body_myopathy_with_Paget_disease_of_bone_and_frontotemporal_dementia,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,2,2
myopathy,Infantile_onset_X_linked_spinal_muscular_atrophy,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,6
myopathy,Intellectual_disability_cataracts_calcified_pinnae_myopathy_syndrome,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
myopathy,Intellectual_disability_myopathy_short_stature_endocrine_defect_syndrome,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
myopathy,Intermediate_nemaline_myopathy,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2
myopathy,KLHL9_related_early_onset_distal_myopathy,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0
myopathy,Laing_early_onset_distal_myopathy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1
myopathy,Late_onset_distal_myopathy_Markesbery_Griggs_type,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,1
myopathy,Leigh_syndrome_with_cardiomyopathy,0,0,1,1,1,2,0,5,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,7
myopathy,Lethal_infantile_mitochondrial_myopathy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
myopathy,Microcephaly_cardiomyopathy_syndrome,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
myopathy,Mitochondrial_DNA_related_cardiomyopathy_and_hearing_loss,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2
myopathy,Mitochondrial_myopathy_and_sideroblastic_anemia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
myopathy,Mitochondrial_myopathy_with_reversible_cytochrome_C_oxidase_deficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
myopathy,Mitochondrial_myopathy_lactic_acidosis_deafness_syndrome,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
myopathy,Mitochondrial_neurogastrointestinal_encephalomyopathy,1,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,7
myopathy,Miyoshi_myopathy,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,6,1
myopathy,Multiminicore_myopathy,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
myopathy,Myopathy_and_diabetes_mellitus,3,1,2,1,0,1,0,0,0,3,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,4,2
myopathy,Native_American_myopathy,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3
myopathy,Neutral_lipid_storage_myopathy,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,5
myopathy,Oculopharyngodistal_myopathy,1,0,0,0,0,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2
myopathy,Peripartum_cardiomyopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13
myopathy,Peripheral_neuropathy_myopathy_hoarseness_hearing_loss_syndrome,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,2
myopathy,Progressive_external_ophthalmoplegia_myopathy_emaciation_syndrome,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,5
myopathy,Proximal_myopathy_with_extrapyramidal_signs,0,0,0,0,1,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
myopathy,Proximal_myotonic_myopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
myopathy,Proximal_spinal_muscular_atrophy,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4
myopathy,Pure_mitochondrial_myopathy,1,0,0,0,0,1,0,2,4,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0
myopathy,Sensorineural_deafness_with_dilated_cardiomyopathy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
myopathy,Severe_congenital_nemaline_myopathy,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
myopathy,Severe_X_linked_mitochondrial_encephalomyopathy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
myopathy,Dilated_cardiomyopathy_with_ataxia,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
myopathy,Spinal_muscular_atrophy_Dandy_Walker_malformation_cataracts_syndrome,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
myopathy,Spinal_muscular_atrophy_progressive_myoclonic_epilepsy_syndrome,0,0,1,0,1,2,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0
myopathy,Early_onset_progressive_encephalopathy_spastic_ataxia_distal_spinal_muscular_atrophy_syndrome,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2
myopathy,Mitochondrial_myopathy_cerebellar_ataxia_pigmentary_retinopathy_syndrome,0,3,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,3,4
myopathy,Tako_Tsubo_cardiomyopathy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14
myopathy,TMEM70_related_mitochondrial_encephalo_cardio_myopathy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
myopathy,Tubular_aggregate_myopathy,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
myopathy,Tubular_renal_disease_cardiomyopathy_syndrome,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
myopathy,Typical_nemaline_myopathy,0,0,0,0,0,2,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3
myopathy,Vacuolar_myopathy_with_sarcoplasmic_reticulum_protein_aggregates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
myopathy,Vocal_cord_and_pharyngeal_distal_myopathy,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,5,0,0,0,2,1
myopathy,X_linked_centronuclear_myopathy,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
myopathy,X_linked_myotubular_myopathy_abnormal_genitalia_syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
myopathy,Zebra_body_myopathy,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
myopathy,Acanthosis_nigricans_insulin_resistance_muscle_cramps_acral_enlargement_syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
myopathy,Carnitine_palmitoyl_transferase_II_deficiency_myopathic_form,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
myopathy,Digital_extensor_muscle_aplasia_polyneuropathy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myopathy,Early_onset_progressive_diffuse_brain_atrophy_microcephaly_muscle_weakness_optic_atrophy_syndrome,2,0,2,1,1,0,0,1,0,0,1,2,0,1,0,1,0,0,0,0,0,1,1,3,0,2,1,4
myopathy,Glycogen_storage_disease_due_to_liver_and_muscle_phosphorylase_kinase_deficiency,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9
myopathy,Glycogen_storage_disease_due_to_muscle_glycogen_phosphorylase_deficiency,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
myopathy,Glycogen_storage_disease_due_to_muscle_phosphofructokinase_deficiency,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
myopathy,Hereditary_continuous_muscle_fiber_activity,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
myopathy,Mitochondrial_DNA_depletion_syndrome_encephalomyopathic_form_with_methylmalonic_aciduria,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
myopathy,Mitochondrial_DNA_depletion_syndrome_myopathic_form,2,0,2,0,0,3,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,5,4
myopathy,Monomelic_amyotrophy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
myopathy,Muscle_eye_brain_disease,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,1
myopathy,Muscle_eye_brain_disease_with_bilateral_multicystic_leucodystrophy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
myopathy,Neuralgic_amyotrophy,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
myopathy,Paramyotonia_congenita_of_Von_Eulenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11
Parkinson,Adult_onset_dystonia_parkinsonism,0,3,1,0,1,0,0,2,0,0,0,3,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
Parkinson,Atypical_juvenile_parkinsonism,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0
Parkinson,Caribbean_parkinsonism,0,1,4,1,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Parkinson,Cyanide_induced_parkinsonism_dystonia,0,1,0,0,0,0,0,1,0,3,0,0,1,1,3,0,0,0,0,0,0,0,3,0,1,0,0,0
Parkinson,Dystonia_parkinsonism_hypermanganesemia_syndrome,0,0,0,0,0,0,0,0,0,1,0,3,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1
Parkinson,Hemiparkinsonism_hemiatrophy_syndrome,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Parkinson,Hereditary_late_onset_Parkinson_disease,0,6,2,1,0,0,0,1,0,2,0,2,0,1,3,0,0,0,0,0,0,0,1,1,1,0,0,2
Parkinson,Infantile_dystonia_parkinsonism,0,1,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3
Parkinson,Multiple_system_atrophy_parkinsonian_type,0,2,0,1,0,0,1,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,3
Parkinson,Parkinsonian_pyramidal_syndrome,0,1,2,1,0,0,0,1,0,1,0,2,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0
Parkinson,Postencephalitic_parkinsonism,0,2,1,1,0,1,0,3,0,0,0,1,1,2,1,0,0,0,1,0,1,0,3,0,2,0,1,1
Parkinson,Progressive_supranuclear_palsy_parkinsonism_syndrome,0,2,2,0,0,0,0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Parkinson,Rapid_onset_dystonia_parkinsonism,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1
Parkinson,X_linked_dystonia_parkinsonism,0,0,0,0,0,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Parkinson,X_linked_parkinsonism_spasticity_syndrome,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Parkinson,Young_onset_Parkinson_disease,0,8,3,2,0,0,0,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5
