type,name,atrophy,behavior,cognitive,alertnesss,coordination,cranial_nerve,dysautonomia,EOMS,fatigue,gait,head,hyperkinesia,hyperreflexia,hypertonia,hypokinesia,hyporeflexia,hypotonia,neck,pain,seizure,sensory,skin,speech,sphincter,tremor,vision,weakness,misc
intellectual_disability,Alopecia_contractures_dwarfism_intellectual_disability_syndrome,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4
intellectual_disability,Alopecia_epilepsy_pyorrhea_intellectual_disability_syndrome,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
intellectual_disability,Alopecia_intellectual_disability_syndrome,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
intellectual_disability,Alopecia_intellectual_disability_hypergonadotropic_hypogonadism_syndrome,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
intellectual_disability,Alpha_thalassemia_intellectual_disability_syndrome_linked_to_chromosome_16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
intellectual_disability,Alpha_thalassemia_X_linked_intellectual_disability_syndrome,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,4
intellectual_disability,Alport_syndrome_intellectual_disability_midface_hypoplasia_elliptocytosis_syndrome,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
intellectual_disability,Aniridia_intellectual_disability_syndrome,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
intellectual_disability,Aniridia_ptosis_intellectual_disability_familial_obesity_syndrome,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0
intellectual_disability,ANK3_related_intellectual_disability_sleep_disturbance_syndrome,0,3,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
intellectual_disability,Aortic_arch_anomaly_facial_dysmorphism_intellectual_disability_syndrome,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
intellectual_disability,Aphonia_deafness_retinal_dystrophy_bifid_halluces_intellectual_disability_syndrome,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
intellectual_disability,Arachnodactyly_abnormal_ossification_intellectual_disability_syndrome,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
intellectual_disability,Autosomal_dominant_intellectual_disability_craniofacial_anomalies_cardiac_defects_syndrome,0,0,1,0,0,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4
intellectual_disability,Autosomal_dominant_non_syndromic_intellectual_disability,0,2,4,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,7,0,0,1,0,0,1,0,4
intellectual_disability,Autosomal_recessive_non_syndromic_intellectual_disability,0,4,3,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,2
intellectual_disability,Blepharophimosis_intellectual_disability_syndrome_MKB_type,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
intellectual_disability,Blepharophimosis_intellectual_disability_syndrome_Ohdo_type,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
intellectual_disability,Blepharophimosis_intellectual_disability_syndrome_SBBYS_type,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
intellectual_disability,Blepharophimosis_intellectual_disability_syndrome_Verloes_type,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
intellectual_disability,Brachydactyly_mesomelia_intellectual_disability_heart_defects_syndrome,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intellectual_disability,Brain_malformations_musculoskeletal_abnormalities_facial_dysmorphism_intellectual_disability_syndrome,0,2,1,0,0,1,1,4,0,0,9,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,0,7
intellectual_disability,Cataract_hypertrichosis_intellectual_disability_syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
intellectual_disability,Cataract_intellectual_disability_anal_atresia_urinary_defects_syndrome,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
intellectual_disability,Cataract_intellectual_disability_hypogonadism_syndrome,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
intellectual_disability,Charcot_Marie_Tooth_disease_deafness_intellectual_disability_syndrome,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1
intellectual_disability,CLCN4_related_X_linked_intellectual_disability_syndrome,0,7,2,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2
intellectual_disability,Colobomatous_microphthalmia_obesity_hypogenitalism_intellectual_disability_syndrome,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
intellectual_disability,Congenital_insensitivity_to_pain_with_severe_intellectual_disability,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
intellectual_disability,Congenital_muscular_dystrophy_with_intellectual_disability,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,4
intellectual_disability,Congenital_muscular_dystrophy_with_intellectual_disability_and_severe_epilepsy,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4
intellectual_disability,Congenital_muscular_dystrophy_without_intellectual_disability,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
intellectual_disability,Corpus_callosum_agenesis_intellectual_disability_coloboma_micrognathia_syndrome,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
intellectual_disability,Cortical_blindness_intellectual_disability_polydactyly_syndrome,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
intellectual_disability,Craniodigital_intellectual_disability_syndrome,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
intellectual_disability,Craniofacial_dysplasia_short_stature_ectodermal_anomalies_intellectual_disability_syndrome,0,2,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
intellectual_disability,Cryptorchidism_arachnodactyly_intellectual_disability_syndrome,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
intellectual_disability,Deafness_intellectual_disability_syndrome_Martin_Probst_type,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
intellectual_disability,Dentinogenesis_imperfecta_short_stature_hearing_loss_intellectual_disability_syndrome,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
intellectual_disability,Disorder_of_sex_development_intellectual_disability_syndrome,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
intellectual_disability,DYRK1A_related_intellectual_disability_syndrome,0,3,1,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,8
intellectual_disability,DYRK1A_related_intellectual_disability_syndrome_due_to_21q22.13q22.2_microdeletion,0,3,1,1,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,2,0,0,1,0,0,8,0,10
intellectual_disability,Early_onset_epilepsy_intellectual_disability_brain_anomalies_syndrome,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3
intellectual_disability,Early_onset_epileptic_encephalopathy_and_intellectual_disability_due_to_GRIN2A_mutation,0,0,2,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4
intellectual_disability,Early_onset_epileptic_encephalopathy_cortical_blindness_intellectual_disability_facial_dysmorphism_syndrome,0,1,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
intellectual_disability,Early_onset_parkinsonism_intellectual_disability_syndrome,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
intellectual_disability,Ectodermal_dysplasia_intellectual_disability_central_nervous_system_malformation_syndrome,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1
intellectual_disability,Fallot_complex_intellectual_disability_growth_delay_syndrome,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2
intellectual_disability,Female_restricted_epilepsy_with_intellectual_disability,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
intellectual_disability,FRAXE_intellectual_disability,0,6,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
intellectual_disability,Global_developmental_delay_neuro_ophthalmological_abnormalities_seizures_intellectual_disability_syndrome,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5
intellectual_disability,GNB5_related_intellectual_disability_cardiac_arrhythmia_syndrome,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
intellectual_disability,Growth_delay_intellectual_disability_hepatopathy_syndrome,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
intellectual_disability,Hepatic_fibrosis_renal_cysts_intellectual_disability_syndrome,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
intellectual_disability,Hyperphosphatasia_intellectual_disability_syndrome,0,1,2,0,1,0,0,2,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4
intellectual_disability,Hypo__and_hypermelanotic_cutaneous_macules_retarded_growth_intellectual_disability_syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
intellectual_disability,Hypogonadism_mitral_valve_prolapse_intellectual_disability_syndrome,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
intellectual_disability,Hypospadias_intellectual_disability_Goldblatt_type_syndrome,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
intellectual_disability,Hypotrichosis_intellectual_disability_Lopes_type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intellectual_disability,Ichthyosis_alopecia_eclabion_ectropion_intellectual_disability_syndrome,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
intellectual_disability,Ichthyosis_intellectual_disability_dwarfism_renal_impairment_syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
intellectual_disability,Intellectual_disability_Birk_Barel_type,1,1,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4
intellectual_disability,Intellectual_disability_Buenos_Aires_type,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,1
intellectual_disability,Intellectual_disability_syndrome_due_to_a_DYRK1A_point_mutation,0,3,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
intellectual_disability,Intellectual_disability_Wolff_type,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
intellectual_disability,Intellectual_disability_alacrima_achalasia_syndrome,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
intellectual_disability,Intellectual_disability_autism_speech_apraxia_craniofacial_dysmorphism_syndrome,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
intellectual_disability,Intellectual_disability_balding_patella_luxation_acromicria_syndrome,1,1,1,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,3
intellectual_disability,Intellectual_disability_brachydactyly_Pierre_Robin_syndrome,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
intellectual_disability,Intellectual_disability_cardiac_anomalies_short_stature_joint_laxity_syndrome,0,1,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
intellectual_disability,Intellectual_disability_cataracts_kyphosis_syndrome,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
intellectual_disability,Intellectual_disability_coarse_face_macrocephaly_cerebellar_hypotrophy_syndrome,0,1,2,0,1,1,0,1,0,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
intellectual_disability,Intellectual_disability_craniofacial_dysmorphism_cryptorchidism_syndrome,0,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4
intellectual_disability,Intellectual_disability_developmental_delay_contractures_syndrome,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
intellectual_disability,Intellectual_disability_dysmorphism_hypogonadism_diabetes_mellitus_syndrome,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
intellectual_disability,Intellectual_disability_epilepsy_extrapyramidal_syndrome,0,6,0,1,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
intellectual_disability,Intellectual_disability_expressive_aphasia_facial_dysmorphism_syndrome,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
intellectual_disability,Intellectual_disability_facial_dysmorphism_syndrome_due_to_SETD5_haploinsufficiency,0,4,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
intellectual_disability,Intellectual_disability_facial_dysmorphism_hand_anomalies_syndrome,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2
intellectual_disability,Intellectual_disability_hypoplastic_corpus_callosum_preauricular_tag_syndrome,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3
intellectual_disability,Intellectual_disability_hypotonia_brachycephaly_pyloric_stenosis_cryptorchidism_syndrome,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
intellectual_disability,Intellectual_disability_macrocephaly_hypotonia_behavioral_abnormalities_syndrome,0,4,2,0,1,0,0,3,0,1,10,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,3
intellectual_disability,Intellectual_disability_muscle_weakness_short_stature_facial_dysmorphism_syndrome,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
intellectual_disability,Intellectual_disability_obesity_brain_malformations_facial_dysmorphism_syndrome,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
intellectual_disability,Intellectual_disability_obesity_prognathism_eye_and_skin_anomalies_syndrome,0,2,2,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1
intellectual_disability,Intellectual_disability_polydactyly_uncombable_hair_syndrome,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
intellectual_disability,Intellectual_disability_seizures_abnormal_gait_facial_dysmorphism_syndrome,0,1,0,0,0,0,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
intellectual_disability,Intellectual_disability_seizures_hypophosphatasia_ophthalmic_skeletal_anomalies_syndrome,0,0,1,0,0,1,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
intellectual_disability,Intellectual_disability_seizures_macrocephaly_obesity_syndrome,0,2,0,0,0,2,0,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5
intellectual_disability,Intellectual_disability_severe_speech_delay_mild_dysmorphism_syndrome,0,4,4,0,0,1,0,2,0,0,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,4
intellectual_disability,Intellectual_disability_short_stature_hypertelorism_syndrome,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
intellectual_disability,Intellectual_disability_spasticity_ectrodactyly_syndrome,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intellectual_disability,Intellectual_disability_strabismus_syndrome,0,3,0,0,0,1,1,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6
intellectual_disability,KDM5C_related_syndromic_X_linked_intellectual_disability,0,2,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
intellectual_disability,Laryngeal_abductor_paralysis_intellectual_disability_syndrome,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intellectual_disability,Leukomelanoderma_infantilism_intellectual_disability_hypodontia_hypotrichosis_syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
intellectual_disability,Lipodystrophy_intellectual_disability_deafness_syndrome,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
intellectual_disability,Macrocephaly_intellectual_disability_left_ventricular_non_compaction_syndrome,0,3,1,0,1,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,1,9
intellectual_disability,Macrocephaly_intellectual_disability_neurodevelopmental_disorder_small_thorax_syndrome,0,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,2
intellectual_disability,Male_hypergonadotropic_hypogonadism_intellectual_disability_skeletal_anomalies_syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
intellectual_disability,Marfanoid_habitus_autosomal_recessive_intellectual_disability_syndrome,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3
intellectual_disability,Megalocornea_intellectual_disability_syndrome,0,0,0,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1
intellectual_disability,Metaphyseal_dysostosis_intellectual_disability_conductive_deafness_syndrome,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
intellectual_disability,Microcephaly_corpus_callosum_and_cerebellar_vermis_hypoplasia_facial_dysmorphism_intellectual_disability_syndrom,0,0,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
intellectual_disability,Microcephaly_corpus_callosum_hypoplasia_intellectual_disability_facial_dysmorphism_syndrome,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,2
intellectual_disability,Microcephaly_deafness_intellectual_disability_syndrome,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
intellectual_disability,Microcephaly_intellectual_disability_sensorineural_hearing_loss_epilepsy_abnormal_muscle_tone_syndrome,0,3,2,0,0,1,0,1,0,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,4
intellectual_disability,Microcephaly_seizures_intellectual_disability_heart_disease_syndrome,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
intellectual_disability,Microcephaly_thin_corpus_callosum_intellectual_disability_syndrome,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
intellectual_disability,Micrognathia_recurrent_infections_behavioral_abnormalities_mild_intellectual_disability_syndrome,0,5,1,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5
intellectual_disability,Microphthalmia_ankyloblepharon_intellectual_disability_syndrome,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intellectual_disability,Aniridia_cerebellar_ataxia_intellectual_disability_syndrome,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
intellectual_disability,Ataxia_deafness_intellectual_disability_syndrome,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
intellectual_disability,Ataxia_intellectual_disability_oculomotor_apraxia_cerebellar_cysts_syndrome,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
intellectual_disability,Non_specific_syndromic_intellectual_disability,0,3,1,1,0,2,0,3,0,1,6,0,0,0,0,0,0,0,0,0,0,2,3,0,0,4,0,4
intellectual_disability,Ophthalmoplegia_intellectual_disability_lingua_scrotalis_syndrome,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
intellectual_disability,Autosomal_recessive_cerebellar_ataxia_epilepsy_intellectual_disability_syndrome_due_to_RUBCN_deficiency,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
intellectual_disability,Optic_atrophy_intellectual_disability_syndrome,0,3,0,0,0,1,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1
intellectual_disability,Osteogenesis_imperfecta_retinopathy_seizures_intellectual_disability_syndrome,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
intellectual_disability,Osteopenia_intellectual_disability_sparse_hair_syndrome,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
intellectual_disability,Pachygyria_intellectual_disability_epilepsy_syndrome,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intellectual_disability,Paraplegia_intellectual_disability_hyperkeratosis_syndrome,0,0,0,0,0,1,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
intellectual_disability,Autosomal_recessive_cerebellar_ataxia_epilepsy_intellectual_disability_syndrome_due_to_TUD_deficiency,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
intellectual_disability,Polyneuropathy_intellectual_disability_acromicria_premature_menopause_syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
intellectual_disability,Autosomal_recessive_cerebellar_ataxia_epilepsy_intellectual_disability_syndrome_due_to_WWOX_deficiency,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
intellectual_disability,Postnatal_microcephaly_infantile_hypotonia_spastic_diplegia_dysarthria_intellectual_disability_syndrome,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
intellectual_disability,Preaxial_polydactyly_colobomata_intellectual_disability_syndrome,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
intellectual_disability,Primary_hypomagnesemia_with_refractory_seizures_and_intellectual_disability,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
intellectual_disability,Primary_microcephaly_mild_intellectual_disability_young_onset_diabetes_syndrome,0,0,1,0,0,1,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,6
intellectual_disability,Progressive_epilepsy_intellectual_disability_syndrome_Finnish_type,0,1,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,1
intellectual_disability,Progressive_essential_tremor_speech_impairment_facial_dysmorphism_intellectual_disability_abnormal_behavior_syndrome,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
intellectual_disability,Progressive_spondyloepimetaphyseal_dysplasia_short_stature_short_fourth_metatarsals_intellectual_disability_syndrome,0,1,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
intellectual_disability,Pterygium_colli_intellectual_disability_digital_anomalies_syndrome,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
intellectual_disability,Rare_non_syndromic_intellectual_disability,0,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
intellectual_disability,Recessive_intellectual_disability_motor_dysfunction_multiple_joint_contractures_syndrome,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
intellectual_disability,Intellectual_disability_hyperkinetic_movement_truncal_ataxia_syndrome,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2
intellectual_disability,Recurrent_metabolic_encephalomyopathic_crises_rhabdomyolysis_cardiac_arrhythmia_intellectual_disability_syndrome,0,0,0,0,1,1,1,2,0,0,0,1,2,1,0,0,0,0,0,3,0,0,0,0,0,3,0,2
intellectual_disability,Retinitis_pigmentosa_intellectual_disability_deafness_hypogonadism_syndrome,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3
intellectual_disability,Retinitis_pigmentosa_juvenile_cataract_short_stature_intellectual_disability_syndrome,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
intellectual_disability,Seizures_intellectual_disability_due_to_hydroxylysinuria_syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intellectual_disability,Severe_growth_deficiency_strabismus_extensive_dermal_melanocytosis_intellectual_disability_syndrome,0,3,1,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2
intellectual_disability,Severe_intellectual_disability_and_progressive_spastic_paraplegia,0,0,1,0,0,0,0,1,0,1,2,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2
